"uniprot_id"	"HI_bin"
"10408"	"P30837"	"missing"
"10410"	"Q9HCK5"	"missing"
"10411"	"P35609"	"missing"
"10412"	"Q9P0K1"	"missing"
"10413"	"Q08AH1"	"missing"
"10414"	"P35348"	"missing"
"10415"	"P53365"	"missing"
"10416"	"Q9UJX4"	"missing"
"10417"	"P78540"	"missing"
"10418"	"O95626"	"missing"
"10419"	"Q8NHP1"	"missing"
"10420"	"O43747"	"missing"
"10421"	"Q9H9E1"	"missing"
"10422"	"F7VJQ1"	"missing"
"10423"	"P28838"	"missing"
"10424"	"P08758"	"missing"
"10426"	"Q5T2N8"	"missing"
"10427"	"Q8NCT1"	"missing"
"10428"	"Q8WWX0"	"missing"
"10430"	"Q7Z6A9"	"missing"
"10431"	"O75150"	"missing"
"10432"	"A8MY62"	"missing"
"10433"	"Q96NH3"	"missing"
"10434"	"Q9C0B6"	"missing"
"10435"	"O60477"	"missing"
"10436"	"Q9UMX3"	"missing"
"10437"	"Q14457"	"missing"
"10438"	"P13497"	"missing"
"10439"	"Q6UX72"	"missing"
"10440"	"Q5NE16"	"missing"
"10441"	"Q12982"	"missing"
"10442"	"Q92583"	"missing"
"10443"	"O75828"	"missing"
"10444"	"Q6ZV80"	"missing"
"10445"	"Q8WU43"	"missing"
"10446"	"Q9H257"	"missing"
"10447"	"A0A1B0GTI1"	"missing"
"10449"	"Q9Y698"	"missing"
"10450"	"Q8NFR7"	"missing"
"10451"	"Q9NQR7"	"missing"
"10452"	"Q96LZ3"	"missing"
"10453"	"Q8IU99"	"missing"
"10454"	"Q9BZP6"	"missing"
"10455"	"P49716"	"missing"
"10456"	"Q8N6G5"	"missing"
"10457"	"Q5T0N1"	"missing"
"10458"	"P35790"	"missing"
"10459"	"Q7Z4T9"	"missing"
"10460"	"Q6NUI6"	"missing"
"10461"	"Q02224"	"missing"
"10462"	"Q6ZMN8"	"missing"
"10463"	"P08861"	"missing"
"10464"	"O43916"	"missing"
"10466"	"Q8IV13"	"missing"
"10467"	"P50613"	"missing"
"10468"	"Q8WUD6"	"missing"
"10469"	"O00622"	"missing"
"10470"	"Q01850"	"missing"
"10471"	"P24385"	"missing"
"10472"	"C9JXX5"	"missing"
"10473"	"Q8N6U2"	"missing"
"10474"	"Q8N365"	"missing"
"10475"	"Q96LM1"	"missing"
"10476"	"Q8N999"	"missing"
"10478"	"Q9ULV3"	"missing"
"10479"	"Q9Y271"	"missing"
"10480"	"F2Z3M2"	"missing"
"10481"	"Q16678"	"missing"
"10482"	"Q86Y22"	"missing"
"10483"	"Q8WVH0"	"missing"
"10484"	"Q5T4H9"	"missing"
"10485"	"P22914"	"missing"
"10486"	"Q8N8Q8"	"missing"
"10487"	"Q2UY09"	"missing"
"10488"	"Q9NYP7"	"missing"
"10489"	"Q8N3D4"	"missing"
"10490"	"P78545"	"missing"
"10491"	"Q03111"	"missing"
"10492"	"Q6IPT2"	"missing"
"10493"	"Q14320"	"missing"
"10494"	"B3EWG5"	"missing"
"10495"	"Q5VW36"	"missing"
"10496"	"P49356"	"missing"
"10498"	"O95302"	"missing"
"10499"	"P10767"	"missing"
"10500"	"Q5TD97"	"missing"
"10501"	"Q9UKT5"	"missing"
"10502"	"O14843"	"missing"
"10503"	"P12319"	"missing"
"10504"	"Q96M78"	"missing"
"10505"	"Q9BTP7"	"missing"
"10506"	"Q14517"	"missing"
"10507"	"Q8IVP5"	"missing"
"10508"	"P04406"	"missing"
"10510"	"Q99999"	"missing"
"10511"	"Q9Y261"	"missing"
"10512"	"Q9P0K8"	"missing"
"10513"	"Q9HDB9"	"missing"
"10515"	"P19883"	"missing"
"10516"	"Q5YKI7"	"missing"
"10517"	"Q02643"	"missing"
"10518"	"P48169"	"missing"
"10519"	"Q8ND71"	"missing"
"10521"	"O14764"	"missing"
"10522"	"Q8WZA8"	"missing"
"10523"	"Q9BSJ2"	"missing"
"10524"	"A6NDK9"	"missing"
"10525"	"Q9NS66"	"missing"
"10526"	"Q86WP2"	"missing"
"10527"	"Q96P66"	"missing"
"10528"	"Q8N335"	"missing"
"10529"	"Q9UGJ0"	"missing"
"10530"	"P29274"	"missing"
"10531"	"Q9NZD4"	"missing"
"10532"	"P30838"	"missing"
"10533"	"Q5T7M4"	"missing"
"10534"	"O75969"	"missing"
"10535"	"Q9NZN9"	"missing"
"10536"	"P36896"	"missing"
"10538"	"P08913"	"missing"
"10539"	"Q9BZ11"	"missing"
"10540"	"Q9UKJ8"	"missing"
"10541"	"P0C6C1"	"missing"
"10542"	"Q8IV38"	"missing"
"10543"	"Q8IZ07"	"missing"
"10544"	"Q9NXU5"	"missing"
"10545"	"Q7Z628"	"missing"
"10547"	"O15013"	"missing"
"10548"	"O14791"	"missing"
"10549"	"P50583"	"missing"
"10550"	"P23582"	"missing"
"10551"	"Q9Y2G4"	"missing"
"10552"	"Q0VD83"	"missing"
"10553"	"Q96QE3"	"missing"
"10554"	"P07306"	"missing"
"10555"	"Q14CW9"	"missing"
"10557"	"Q96Q07"	"missing"
"10558"	"A4D250"	"missing"
"10559"	"O95971"	"missing"
"10560"	"Q12934"	"missing"
"10561"	"Q9BXC9"	"missing"
"10562"	"Q7RTS1"	"missing"
"10563"	"Q96K17"	"missing"
"10564"	"Q6ZP65"	"missing"
"10565"	"Q5TH69"	"missing"
"10566"	"O60512"	"missing"
"10567"	"Q9BUH8"	"missing"
"10568"	"P56817"	"missing"
"10570"	"P34820"	"missing"
"10571"	"O14613"	"missing"
"10572"	"Q9C0K0"	"missing"
"10573"	"O95931"	"missing"
"10575"	"Q5JTY5"	"missing"
"10576"	"Q96GE6"	"missing"
"10577"	"Q06432"	"missing"
"10578"	"Q9H8G2"	"missing"
"10579"	"Q9BXJ1"	"missing"
"10580"	"Q69YN2"	"missing"
"10581"	"Q7Z5L3"	"missing"
"10582"	"Q9H159"	"missing"
"10583"	"P16070"	"missing"
"10584"	"Q9ULB4"	"missing"
"10585"	"Q9NQW8"	"missing"
"10586"	"A0A1B0GUT2"	"missing"
"10587"	"Q96F05"	"missing"
"10588"	"P41240"	"missing"
"10589"	"Q9BSJ5"	"missing"
"10590"	"Q7Z408"	"missing"
"10591"	"Q9H336"	"missing"
"10592"	"P11509"	"missing"
"10593"	"Q30KQ9"	"missing"
"10595"	"Q9UBU2"	"missing"
"10596"	"O15263"	"missing"
"10597"	"P31689"	"missing"
"10598"	"Q8NFT8"	"missing"
"10599"	"Q96EY1"	"missing"
"10600"	"P0CG12"	"missing"
"10601"	"Q66K89"	"missing"
"10602"	"P40939"	"missing"
"10603"	"P42126"	"missing"
"10604"	"Q9UHN1"	"missing"
"10605"	"Q9UPQ8"	"missing"
"10606"	"Q8IZS6"	"missing"
"10607"	"P04440"	"missing"
"10608"	"Q99944"	"missing"
"10609"	"P54849"	"missing"
"10610"	"Q96C19"	"missing"
"10611"	"Q7L2H7"	"missing"
"10612"	"P61568"	"missing"
"10613"	"Q96KS0"	"missing"
"10614"	"O60825"	"missing"
"10615"	"Q16877"	"missing"
"10616"	"P50549"	"missing"
"10617"	"P0C2L3"	"missing"
"10618"	"Q6ZN32"	"missing"
"10619"	"Q5VT28"	"missing"
"10620"	"Q6ZV65"	"missing"
"10621"	"Q8NA70"	"missing"
"10622"	"Q8IV48"	"missing"
"10623"	"P84090"	"missing"
"10624"	"Q6P995"	"missing"
"10626"	"Q2M2I3"	"missing"
"10627"	"O75460"	"missing"
"10628"	"Q5T0W9"	"missing"
"10629"	"Q6ZRV2"	"missing"
"10630"	"A0A1B0GW35"	"missing"
"10631"	"Q8NCA5"	"missing"
"10632"	"Q96DN0"	"missing"
"10633"	"A0A1B0GVM5"	"missing"
"10634"	"Q6ZVH7"	"missing"
"10636"	"Q6GMR7"	"missing"
"10637"	"Q9NV70"	"missing"
"10638"	"P24390"	"missing"
"10640"	"Q14236"	"missing"
"10641"	"Q9NZ56"	"missing"
"10642"	"P22732"	"missing"
"10643"	"Q9HCT0"	"missing"
"10644"	"Q9UGQ3"	"missing"
"10645"	"P55075"	"missing"
"10647"	"O75015"	"missing"
"10648"	"Q9UK97"	"missing"
"10649"	"Q86TX2"	"missing"
"10650"	"P21589"	"missing"
"10651"	"Q8N5Z0"	"missing"
"10652"	"P31751"	"missing"
"10653"	"Q99217"	"missing"
"10654"	"P43353"	"missing"
"10655"	"P55263"	"missing"
"10656"	"Q15848"	"missing"
"10658"	"P00813"	"missing"
"10659"	"Q96SZ5"	"missing"
"10661"	"P60006"	"missing"
"10662"	"Q8WXK3"	"missing"
"10663"	"Q9H765"	"missing"
"10664"	"A6ND91"	"missing"
"10665"	"P98198"	"missing"
"10666"	"Q8N1L9"	"missing"
"10667"	"Q9H8M2"	"missing"
"10668"	"Q9NPI1"	"missing"
"10670"	"Q9BRD0"	"missing"
"10671"	"Q8TDC3"	"missing"
"10672"	"Q13490"	"missing"
"10673"	"P02730"	"missing"
"10675"	"P11274"	"missing"
"10677"	"Q14692"	"missing"
"10678"	"P55773"	"missing"
"10679"	"Q8IVM0"	"missing"
"10680"	"Q7Z6B0"	"missing"
"10681"	"Q6ZRK6"	"missing"
"10682"	"P40123"	"missing"
"10683"	"Q13948"	"missing"
"10684"	"P54284"	"missing"
"10685"	"Q9NPF0"	"missing"
"10686"	"A4QMS7"	"missing"
"10687"	"Q8N1A6"	"missing"
"10688"	"Q8IZ16"	"missing"
"10689"	"Q6NT52"	"missing"
"10690"	"Q13231"	"missing"
"10691"	"O76076"	"missing"
"10692"	"Q96FF9"	"missing"
"10693"	"Q00535"	"missing"
"10694"	"Q32M92"	"missing"
"10695"	"Q96M19"	"missing"
"10696"	"Q8IV77"	"missing"
"10697"	"Q96A22"	"missing"
"10698"	"Q92989"	"missing"
"10700"	"Q86VU5"	"missing"
"10701"	"Q92600"	"missing"
"10702"	"A8MZG2"	"missing"
"10703"	"Q8N4C9"	"missing"
"10704"	"Q99829"	"missing"
"10706"	"Q7Z4B0"	"missing"
"10707"	"O43809"	"missing"
"10708"	"Q96MU5"	"missing"
"10709"	"Q9BZP3"	"missing"
"10711"	"Q8N1L4"	"missing"
"10712"	"Q8N436"	"missing"
"10713"	"Q9H3G5"	"missing"
"10715"	"P09603"	"missing"
"10716"	"Q9HCS2"	"missing"
"10717"	"Q9UH73"	"missing"
"10718"	"Q9H098"	"missing"
"10719"	"Q7L576"	"missing"
"10720"	"Q9BQM9"	"missing"
"10721"	"Q53GD3"	"missing"
"10722"	"Q9P0U4"	"missing"
"10725"	"Q9BUQ8"	"missing"
"10726"	"A8MYV0"	"missing"
"10727"	"O95865"	"missing"
"10728"	"Q96NX9"	"missing"
"10729"	"P61803"	"missing"
"10730"	"P81534"	"missing"
"10731"	"Q8WTQ1"	"missing"
"10732"	"Q9UIK4"	"missing"
"10733"	"Q6PK57"	"missing"
"10734"	"Q8WXX5"	"missing"
"10736"	"Q9UQ10"	"missing"
"10737"	"C9JQL5"	"missing"
"10738"	"P63172"	"missing"
"10739"	"P20800"	"missing"
"10740"	"Q8N7M0"	"missing"
"10741"	"Q16829"	"missing"
"10742"	"Q92782"	"missing"
"10743"	"Q9H4B8"	"missing"
"10744"	"Q9UQ16"	"missing"
"10745"	"Q9Y4J8"	"missing"
"10746"	"P08246"	"missing"
"10747"	"Q6NXP2"	"missing"
"10748"	"O95990"	"missing"
"10749"	"Q1W6H9"	"missing"
"10751"	"Q9Y421"	"missing"
"10752"	"Q6NT32"	"missing"
"10753"	"Q02790"	"missing"
"10754"	"Q8N6N7"	"missing"
"10755"	"O14734"	"missing"
"10756"	"Q6ZNF0"	"missing"
"10757"	"Q8TDN7"	"missing"
"10758"	"P17174"	"missing"
"10759"	"Q99218"	"missing"
"10760"	"P28332"	"missing"
"10761"	"P48448"	"missing"
"10762"	"Q9UKF2"	"missing"
"10763"	"Q6ZNB7"	"missing"
"10764"	"Q96CM8"	"missing"
"10765"	"Q8N302"	"missing"
"10767"	"P10323"	"missing"
"10768"	"Q8N4T4"	"missing"
"10769"	"Q8N1W1"	"missing"
"10770"	"P25098"	"missing"
"10771"	"Q8N8A2"	"missing"
"10772"	"Q9NR81"	"missing"
"10773"	"Q9ULZ3"	"missing"
"10774"	"Q99933"	"missing"
"10775"	"Q99731"	"missing"
"10776"	"P27824"	"missing"
"10777"	"Q8N5R6"	"missing"
"10778"	"P49913"	"missing"
"10779"	"Q9Y258"	"missing"
"10780"	"P07384"	"missing"
"10781"	"Q8TD31"	"missing"
"10782"	"Q5VWW1"	"missing"
"10783"	"P43155"	"missing"
"10784"	"Q99674"	"missing"
"10785"	"Q14002"	"missing"
"10786"	"P59074"	"missing"
"10787"	"Q9Y5P4"	"missing"
"10788"	"Q6V702"	"missing"
"10789"	"D6REC4"	"missing"
"10790"	"Q6UY09"	"missing"
"10791"	"Q9BXF3"	"missing"
"10792"	"Q16739"	"missing"
"10793"	"Q96S94"	"missing"
"10794"	"Q5T0Z8"	"missing"
"10795"	"Q96FZ7"	"missing"
"10796"	"Q9NZZ3"	"missing"
"10797"	"P50750"	"missing"
"10799"	"Q8ND76"	"missing"
"10800"	"Q8N1B3"	"missing"
"10801"	"Q86TU6"	"missing"
"10802"	"Q96MX0"	"missing"
"10803"	"Q07065"	"missing"
"10804"	"A5D8T8"	"missing"
"10805"	"P10176"	"missing"
"10806"	"Q9BZB8"	"missing"
"10807"	"Q5HYK3"	"missing"
"10808"	"P06850"	"missing"
"10809"	"Q9BQW3"	"missing"
"10810"	"P17302"	"missing"
"10811"	"O15255"	"missing"
"10812"	"Q05329"	"missing"
"10813"	"P20711"	"missing"
"10814"	"P11926"	"missing"
"10815"	"Q9H8H2"	"missing"
"10816"	"Q96D03"	"missing"
"10817"	"Q8N2C3"	"missing"
"10818"	"Q9NTK1"	"missing"
"10819"	"Q07507"	"missing"
"10820"	"O43812"	"missing"
"10821"	"P49916"	"missing"
"10822"	"P59020"	"missing"
"10824"	"Q13202"	"missing"
"10825"	"Q6XUX3"	"missing"
"10826"	"Q9P225"	"missing"
"10827"	"P01911"	"missing"
"10828"	"Q7Z2Z2"	"missing"
"10829"	"Q9Y262"	"missing"
"10830"	"A4FU69"	"missing"
"10831"	"Q9Y6X5"	"missing"
"10832"	"P18146"	"missing"
"10833"	"Q9UHL3"	"missing"
"10834"	"Q9NX77"	"missing"
"10835"	"P05413"	"missing"
"10836"	"P0DPQ4"	"missing"
"10837"	"Q14153"	"missing"
"10838"	"Q9Y282"	"missing"
"10839"	"P11171"	"missing"
"10840"	"Q8IUS5"	"missing"
"10842"	"Q5W0V3"	"missing"
"10843"	"Q6QHK4"	"missing"
"10844"	"Q14192"	"missing"
"10845"	"Q92496"	"missing"
"10846"	"Q6BAA4"	"missing"
"10847"	"O43427"	"missing"
"10848"	"Q9Y4F1"	"missing"
"10849"	"P35637"	"missing"
"10850"	"Q9Y2L6"	"missing"
"10851"	"Q8NI29"	"missing"
"10853"	"Q9NXK8"	"missing"
"10854"	"Q9BZS1"	"missing"
"10855"	"Q2TAA5"	"missing"
"10856"	"Q86TW2"	"missing"
"10857"	"Q4L235"	"missing"
"10859"	"P42568"	"missing"
"10860"	"A6NM10"	"missing"
"10861"	"Q8IVW6"	"missing"
"10862"	"Q6ZTN6"	"missing"
"10863"	"Q96CW1"	"missing"
"10864"	"P01008"	"missing"
"10865"	"Q86XS5"	"missing"
"10866"	"Q96B67"	"missing"
"10867"	"Q9C0K3"	"missing"
"10868"	"O75143"	"missing"
"10869"	"Q6HA08"	"missing"
"10870"	"P56856"	"missing"
"10872"	"A8MTZ0"	"missing"
"10873"	"Q9UIF8"	"missing"
"10874"	"P51572"	"missing"
"10875"	"P12643"	"missing"
"10876"	"O43505"	"missing"
"10877"	"Q8NFQ5"	"missing"
"10878"	"Q8TBE0"	"missing"
"10879"	"O94812"	"missing"
"10880"	"Q9HBI5"	"missing"
"10881"	"Q2M243"	"missing"
"10882"	"Q9BXY5"	"missing"
"10883"	"Q17RM4"	"missing"
"10885"	"Q53S99"	"missing"
"10886"	"Q6ZUS5"	"missing"
"10888"	"Q6MZZ7"	"missing"
"10889"	"Q6TFL3"	"missing"
"10890"	"Q8N350"	"missing"
"10891"	"Q8N6G1"	"missing"
"10892"	"Q14444"	"missing"
"10893"	"Q8N1I8"	"missing"
"10894"	"A0A1B0GVQ3"	"missing"
"10895"	"Q9UNH5"	"missing"
"10896"	"P55287"	"missing"
"10897"	"P02747"	"missing"
"10898"	"Q13634"	"missing"
"10899"	"Q6P1N0"	"missing"
"10900"	"O75493"	"missing"
"10902"	"Q5VVS0"	"missing"
"10903"	"P42695"	"missing"
"10904"	"Q9UJX2"	"missing"
"10905"	"Q2KHT3"	"missing"
"10906"	"O95833"	"missing"
"10907"	"Q96Q77"	"missing"
"10908"	"Q8WUH1"	"missing"
"10909"	"Q6PUV4"	"missing"
"10910"	"Q9BW60"	"missing"
"10911"	"P10635"	"missing"
"10912"	"P24387"	"missing"
"10913"	"P02741"	"missing"
"10914"	"O60676"	"missing"
"10915"	"Q8NEC5"	"missing"
"10916"	"Q8N268"	"missing"
"10917"	"O14595"	"missing"
"10918"	"Q13616"	"missing"
"10919"	"Q8IX95"	"missing"
"10920"	"P08574"	"missing"
"10921"	"Q7LFL8"	"missing"
"10922"	"Q99259"	"missing"
"10923"	"Q6QEF8"	"missing"
"10924"	"Q14203"	"missing"
"10925"	"Q16531"	"missing"
"10926"	"Q01524"	"missing"
"10927"	"Q8TDD1"	"missing"
"10928"	"Q9H1M3"	"missing"
"10929"	"Q8WVC6"	"missing"
"10930"	"Q8N104"	"missing"
"10931"	"Q9UK59"	"missing"
"10932"	"Q9NV06"	"missing"
"10933"	"P0C7V8"	"missing"
"10934"	"Q8N690"	"missing"
"10936"	"Q9BPW9"	"missing"
"10939"	"Q96SL1"	"missing"
"10940"	"Q9Y2H0"	"missing"
"10941"	"P24855"	"missing"
"10942"	"O95057"	"missing"
"10943"	"Q96CJ1"	"missing"
"10944"	"P43005"	"missing"
"10945"	"O60496"	"missing"
"10946"	"Q9BV94"	"missing"
"10947"	"P06340"	"missing"
"10948"	"Q16828"	"missing"
"10949"	"A2CJ06"	"missing"
"10950"	"Q75LS8"	"missing"
"10951"	"Q52LR7"	"missing"
"10952"	"Q8WW38"	"missing"
"10953"	"Q96RJ6"	"missing"
"10954"	"O43320"	"missing"
"10955"	"Q9BXR6"	"missing"
"10956"	"O14842"	"missing"
"10957"	"Q9UKA2"	"missing"
"10958"	"Q6PIW4"	"missing"
"10960"	"Q96RD9"	"missing"
"10961"	"Q86WN1"	"missing"
"10963"	"Q8N1E6"	"missing"
"10964"	"A2A2Y4"	"missing"
"10965"	"Q9NU39"	"missing"
"10966"	"Q99853"	"missing"
"10967"	"Q7L211"	"missing"
"10968"	"Q96SE0"	"missing"
"10969"	"P04217"	"missing"
"10970"	"P30154"	"missing"
"10971"	"Q8WWZ7"	"missing"
"10973"	"A0PJZ0"	"missing"
"10974"	"P26439"	"missing"
"10975"	"Q7L8J4"	"missing"
"10976"	"Q5SQ80"	"missing"
"10977"	"Q0P651"	"missing"
"10978"	"Q9NUZ1"	"missing"
"10979"	"Q9BTE6"	"missing"
"10980"	"Q9BYF1"	"missing"
"10981"	"O95264"	"missing"
"10982"	"Q60I27"	"missing"
"10983"	"P61163"	"missing"
"10984"	"Q96K78"	"missing"
"10985"	"O00192"	"missing"
"10986"	"Q8N9N2"	"missing"
"10987"	"Q96KQ4"	"missing"
"10988"	"Q5SYC1"	"missing"
"10989"	"Q9UMQ3"	"missing"
"10990"	"Q69YU5"	"missing"
"10991"	"Q00994"	"missing"
"10992"	"Q9P203"	"missing"
"10994"	"Q15059"	"missing"
"10995"	"P80723"	"missing"
"10996"	"Q76B58"	"missing"
"10997"	"Q6ZU67"	"missing"
"10998"	"Q9BYV9"	"missing"
"10999"	"Q9NP55"	"missing"
"11000"	"O95816"	"missing"
"11001"	"Q86Y30"	"missing"
"11002"	"Q8N8R5"	"missing"
"11003"	"A6NC98"	"missing"
"11004"	"Q15834"	"missing"
"11005"	"Q8WWF8"	"missing"
"11006"	"Q9BXI9"	"missing"
"11007"	"Q9NRR3"	"missing"
"11008"	"P04003"	"missing"
"11009"	"A0A1B0GU71"	"missing"
"11010"	"Q99622"	"missing"
"11011"	"Q52M75"	"missing"
"11012"	"Q9Y6F7"	"missing"
"11013"	"P22681"	"missing"
"11014"	"Q5SZL2"	"missing"
"11015"	"Q8N7R7"	"missing"
"11016"	"Q9BPX7"	"missing"
"11017"	"P42771"	"missing"
"11018"	"Q5JU67"	"missing"
"11019"	"Q69YH5"	"missing"
"11020"	"Q07002"	"missing"
"11021"	"P41597"	"missing"
"11022"	"O60563"	"missing"
"11023"	"Q9C0C6"	"missing"
"11024"	"P23946"	"missing"
"11025"	"Q9NPC3"	"missing"
"11026"	"Q08708"	"missing"
"11027"	"O15516"	"missing"
"11028"	"Q9NQ32"	"missing"
"11029"	"Q5SQS8"	"missing"
"11030"	"Q9NS75"	"missing"
"11032"	"Q5IJ48"	"missing"
"11033"	"K7EIQ3"	"missing"
"11034"	"Q9HCH3"	"missing"
"11035"	"Q8N123"	"missing"
"11037"	"Q8N118"	"missing"
"11038"	"P78329"	"missing"
"11039"	"Q5TZA2"	"missing"
"11040"	"P54108"	"missing"
"11042"	"P19876"	"missing"
"11043"	"Q6PD62"	"missing"
"11044"	"Q9H4D0"	"missing"
"11045"	"Q9NWM3"	"missing"
"11046"	"Q7Z7A3"	"missing"
"11047"	"Q5T442"	"missing"
"11048"	"P27707"	"missing"
"11049"	"P20815"	"missing"
"11050"	"Q6ZN54"	"missing"
"11051"	"P26196"	"missing"
"11052"	"Q9NRG7"	"missing"
"11053"	"Q86SG3"	"missing"
"11054"	"Q6ZN68"	"missing"
"11055"	"Q9NQZ3"	"missing"
"11057"	"A0A096LNP1"	"missing"
"11058"	"O75937"	"missing"
"11059"	"Q9NZQ0"	"missing"
"11060"	"Q96HY7"	"missing"
"11061"	"Q8NBQ5"	"missing"
"11064"	"P23743"	"missing"
"11066"	"Q0P6D2"	"missing"
"11067"	"Q008S8"	"missing"
"11068"	"O95905"	"missing"
"11069"	"Q0VDD8"	"missing"
"11070"	"Q5T2R2"	"missing"
"11071"	"Q8IY82"	"missing"
"11072"	"Q86Y13"	"missing"
"11073"	"Q8N5C7"	"missing"
"11074"	"Q9NT22"	"missing"
"11075"	"O43281"	"missing"
"11076"	"Q8N336"	"missing"
"11077"	"O75355"	"missing"
"11078"	"Q96MY7"	"missing"
"11079"	"Q9N2K0"	"missing"
"11080"	"P63104"	"missing"
"11081"	"P22760"	"missing"
"11082"	"Q9NY61"	"missing"
"11083"	"P08908"	"missing"
"11084"	"Q8IUX4"	"missing"
"11086"	"P31749"	"missing"
"11087"	"Q86UN6"	"missing"
"11088"	"Q9UKA4"	"missing"
"11089"	"Q0VDE8"	"missing"
"11090"	"Q5T2L2"	"missing"
"11091"	"Q9NR19"	"missing"
"11092"	"O95994"	"missing"
"11093"	"Q9BUB4"	"missing"
"11094"	"Q08828"	"missing"
"11095"	"Q5T1N1"	"missing"
"11096"	"Q96BM9"	"missing"
"11097"	"Q96DR7"	"missing"
"11098"	"Q96LR9"	"missing"
"11099"	"Q9BXS5"	"missing"
"11100"	"Q96PS8"	"missing"
"11101"	"Q2VPB7"	"missing"
"11102"	"P59780"	"missing"
"11103"	"Q9ULJ7"	"missing"
"11104"	"O43299"	"missing"
"11106"	"P0DUB6"	"missing"
"11107"	"Q5T9A4"	"missing"
"11108"	"P19961"	"missing"
"11109"	"Q6ZW76"	"missing"
"11110"	"Q8NAG6"	"missing"
"11111"	"Q9Y574"	"missing"
"11112"	"Q76L83"	"missing"
"11114"	"P16615"	"missing"
"11115"	"Q96B33"	"missing"
"11116"	"Q674R7"	"missing"
"11117"	"Q9UBL0"	"missing"
"11118"	"Q3B7I2"	"missing"
"11119"	"H3BNL8"	"missing"
"11120"	"P61158"	"missing"
"11121"	"Q5T2E6"	"missing"
"11122"	"Q9NT62"	"missing"
"11123"	"Q6PIY5"	"missing"
"11124"	"Q8N129"	"missing"
"11125"	"P00846"	"missing"
"11126"	"Q8WXE1"	"missing"
"11127"	"O75882"	"missing"
"11128"	"P21554"	"missing"
"11129"	"O76071"	"missing"
"11130"	"P12111"	"missing"
"11131"	"Q96CD2"	"missing"
"11132"	"A6NMZ7"	"missing"
"11133"	"Q9H6Q4"	"missing"
"11134"	"Q6UXF7"	"missing"
"11135"	"Q9H324"	"missing"
"11137"	"P10643"	"missing"
"11138"	"Q86WW8"	"missing"
"11139"	"P18545"	"missing"
"11141"	"Q5JTJ3"	"missing"
"11142"	"P27658"	"missing"
"11143"	"Q8TE59"	"missing"
"11144"	"Q9UHI8"	"missing"
"11145"	"P25067"	"missing"
"11146"	"O15072"	"missing"
"11147"	"P07358"	"missing"
"11148"	"Q9UKP4"	"missing"
"11149"	"Q03692"	"missing"
"11150"	"Q5TC12"	"missing"
"11151"	"P06576"	"missing"
"11152"	"Q9GZY4"	"missing"
"11153"	"Q58HT5"	"missing"
"11154"	"Q5VT79"	"missing"
"11155"	"Q6E213"	"missing"
"11156"	"P26992"	"missing"
"11157"	"O75964"	"missing"
"11158"	"Q9UII2"	"missing"
"11159"	"Q9H0C5"	"missing"
"11160"	"Q96KE9"	"missing"
"11161"	"P35070"	"missing"
"11162"	"O60566"	"missing"
"11163"	"Q96G97"	"missing"
"11164"	"Q9H2M3"	"missing"
"11165"	"Q96Q91"	"missing"
"11166"	"Q6ZT62"	"missing"
"11167"	"P20749"	"missing"
"11168"	"Q7Z569"	"missing"
"11170"	"Q9BQE9"	"missing"
"11171"	"O96024"	"missing"
"11172"	"Q6ZUV0"	"missing"
"11173"	"O75531"	"missing"
"11174"	"P0DN79"	"missing"
"11175"	"P0DN24"	"missing"
"11176"	"Q6ZSB3"	"missing"
"11177"	"Q86WR0"	"missing"
"11178"	"Q96PB1"	"missing"
"11179"	"Q68DN1"	"missing"
"11180"	"Q9HC52"	"missing"
"11181"	"A6NCS6"	"missing"
"11182"	"Q6ZUS6"	"missing"
"11183"	"A6NI56"	"missing"
"11184"	"Q96AQ1"	"missing"
"11185"	"A6NNP5"	"missing"
"11186"	"Q8NF67"	"missing"
"11187"	"Q8NC06"	"missing"
"11188"	"Q9NRA8"	"missing"
"11189"	"P31941"	"missing"
"11190"	"P43681"	"missing"
"11191"	"Q96IF1"	"missing"
"11193"	"Q8TC94"	"missing"
"11194"	"Q04771"	"missing"
"11195"	"P62736"	"missing"
"11196"	"Q9Y673"	"missing"
"11197"	"Q9BZE9"	"missing"
"11198"	"Q99929"	"missing"
"11199"	"P13637"	"missing"
"11200"	"O75175"	"missing"
"11201"	"P10523"	"missing"
"11202"	"Q9NZ32"	"missing"
"11203"	"P05997"	"missing"
"11204"	"Q96C12"	"missing"
"11205"	"Q8NC01"	"missing"
"11206"	"Q3ZCQ2"	"missing"
"11207"	"Q92478"	"missing"
"11208"	"P18859"	"missing"
"11209"	"Q9H6S1"	"missing"
"11210"	"Q96A70"	"missing"
"11211"	"O00244"	"missing"
"11212"	"P51164"	"missing"
"11213"	"O75947"	"missing"
"11214"	"P56385"	"missing"
"11215"	"Q8NHH9"	"missing"
"11216"	"Q96G01"	"missing"
"11218"	"Q6AI39"	"missing"
"11219"	"Q8N9N5"	"missing"
"11220"	"O00238"	"missing"
"11221"	"Q6L9W6"	"missing"
"11222"	"Q99616"	"missing"
"11223"	"O43825"	"missing"
"11224"	"Q9H3Q1"	"missing"
"11225"	"Q8NA47"	"missing"
"11226"	"Q6ZMU1"	"missing"
"11227"	"Q52MB2"	"missing"
"11228"	"P54289"	"missing"
"11229"	"P60033"	"missing"
"11230"	"Q49AR2"	"missing"
"11231"	"Q96LM5"	"missing"
"11232"	"Q9UKJ5"	"missing"
"11233"	"O75794"	"missing"
